,title,url,org,candid_name,num_tweets,num_tweets_all,sentiment_mean,wc,negativ_ct,positiv_ct,negativ_percent,positiv_percent,emotionality,positivity
218,Anti-Trump ad shows women reading Trump comments,http://www.cnn.com/2016/03/14/politics/donald-trump-ad-women/index.html,cnn,Kasich,2,108.0,-0.0185185186565,310,4,3,0.0129032258065,0.00967741935484,0.0225806451613,-0.00322580645161
219,Making history: Clinton and Trump blaze trails,http://www.cnn.com/2016/03/02/opinions/super-tuesday-history-was-made-gergen/index.html,cnn,Kasich,1,25.0,-0.72000002861,621,6,10,0.00966183574879,0.0161030595813,0.0257648953301,0.00644122383253
220,GOP prepares for Trump-less debate,http://www.cnn.com/2016/01/28/politics/republican-debate-2016-highlights/index.html,cnn,Kasich,1,136.0,-0.0147058824077,379,9,2,0.023746701847,0.00527704485488,0.0290237467018,-0.0184696569921
221,Poll: Is Trump losing steam?,http://www.cnn.com/2016/03/08/politics/donald-trump-poll-gop-primary/index.html,cnn,Kasich,1,32.0,0.03125,305,2,2,0.00655737704918,0.00655737704918,0.0131147540984,0.0
222,Donald Trump or Bernie Sanders? Some voters can't decide,http://www.cnn.com/2016/02/08/politics/new-hampshire-primary-independent-voters/index.html,cnn,Kasich,2,24.0,0.0416666679084,1158,6,15,0.00518134715026,0.0129533678756,0.0181347150259,0.00777202072539
223,"Widow of Medgar Evers endorses Clinton, brother endorses Trump",http://www.cnn.com/2016/03/07/politics/hillary-clinton-donald-trump-medgar-evers-endorsements/index.html,cnn,Kasich,1,18.0,0.833333313465,311,3,2,0.0096463022508,0.0064308681672,0.016077170418,-0.0032154340836
224,Donald Trump 'seriously thinking' about suing Ted Cruz,http://www.cnn.com/2016/02/16/politics/donald-trump-ted-cruz-lawsuit-threat/index.html,cnn,Kasich,1,21.0,-0.238095238805,374,5,4,0.0133689839572,0.0106951871658,0.024064171123,-0.00267379679144
225,Donald Trump and Hillary Clinton: Bring on the general election,http://www.cnn.com/2016/04/27/politics/donald-trump-hillary-clinton-general-election/index.html,cnn,Kasich,1,230.0,0.0260869562626,15,0,0,0.0,0.0,0.0,0.0
226,Poll: Trump's lead grows nationally,http://www.cnn.com/2016/01/14/politics/donald-trump-lead-grows-poll-election-2016/index.html,cnn,Kasich,2,33.0,0.0909090936184,245,3,1,0.0122448979592,0.00408163265306,0.0163265306122,-0.00816326530612
227,"Citing 'Two Corinthians,' Trump Struggles To Make The Sale To Evangelicals",http://www.npr.org/2016/01/18/463528847/citing-two-corinthians-trump-struggles-to-make-the-sale-to-evangelicals,npr,Kasich,1,85.0,-0.0117647061124,1315,8,19,0.00608365019011,0.0144486692015,0.0205323193916,0.00836501901141
228,Poll: Trump remains on top in New Hampshire,http://www.cnn.com/2016/01/26/politics/new-hampshire-gop-poll-boston-herald/index.html,cnn,Kasich,2,55.0,1.0,307,1,2,0.00325732899023,0.00651465798046,0.00977198697068,0.00325732899023
229,What If? Trump Could Redefine How To Win Iowa,http://www.npr.org/2016/01/15/463191224/what-if-trump-could-redefine-how-to-win-iowa,npr,Kasich,1,24.0,0.916666686535,1343,2,12,0.00148920327625,0.00893521965748,0.0104244229337,0.00744601638124
230,"After Pledging Support, Sarah Palin Stumps For Trump In Oklahoma",http://www.npr.org/2016/01/20/463740381/after-pledging-support-sarah-palin-stumps-for-trump-in-oklahoma,npr,Kasich,1,23.0,1.0,23,0,0,0.0,0.0,0.0,0.0
231,Bush: Palin wrong to call Trump a conservative,http://www.cnn.com/2016/01/20/politics/jeb-bush-trump-palin-endorsement/index.html,cnn,Kasich,2,21.0,-0.904761910439,295,3,2,0.0101694915254,0.00677966101695,0.0169491525424,-0.00338983050847
232,Trump joins his 'diversity coalition' for photo op,http://www.cnn.com/2016/04/18/politics/donald-trump-diversity-coalition-meet/index.html,cnn,Kasich,1,38.0,1.0,41,0,0,0.0,0.0,0.0,0.0
233,A Vote for Hillary Is a Vote for Hope -- New Hampshire Voters Miss the Mark,http://www.huffingtonpost.com/rana-florida/a-vote-for-hillary-is-a-v_b_9203490.html,huffpo,Kasich,1,13.0,1.0,478,7,6,0.0146443514644,0.0125523012552,0.0271966527197,-0.00209205020921
234,"Cruz: Trump's supporters are 'low information,' not very 'engaged'",http://www.foxnews.com/politics/2016/03/10/cruz-says-trump-backers-have-relatively-low-information-not-very-engaged.html,fox,Kasich,1,80.0,-0.0500000007451,814,5,5,0.00614250614251,0.00614250614251,0.012285012285,0.0
235,GOP contest nowhere near decided (Opinion),http://www.cnn.com/2016/01/29/opinions/gop-debate-uncertainty-hewitt/index.html,cnn,Kasich,1,14.0,-0.428571432829,887,11,12,0.0124013528749,0.0135287485908,0.0259301014656,0.0011273957159
236,"FOX NEWS POLL  Trump, Cruz top GOP race, few have 'birther' concerns",http://www.foxnews.com/politics/2016/01/22/fox-news-poll-trump-cruz-top-gop-race-few-have-birther-concerns.html,fox,Kasich,2,282.0,0.964538991451,754,7,5,0.00928381962865,0.00663129973475,0.0159151193634,-0.0026525198939
237,Biden calls GOP 2016 field 'gift from the Lord',http://www.cnn.com/2016/01/28/politics/joe-biden-gop-gift-lord-2016/index.html,cnn,Kasich,2,33.0,0.939393937588,554,2,7,0.00361010830325,0.0126353790614,0.0162454873646,0.00902527075812
238,Trump transition: 'I'm not going to blow it',http://www.cnn.com/2016/04/21/politics/donald-trump-campaign-2016/index.html,cnn,Kasich,1,33.0,0.181818187237,33,0,0,0.0,0.0,0.0,0.0
239,Cruz world frets about Trump victory in Iowa,http://www.cnn.com/2016/01/27/politics/ted-cruz-donald-trump-iowa-fight/index.html,cnn,Kasich,1,39.0,0.641025662422,1213,5,15,0.00412201154163,0.0123660346249,0.0164880461665,0.00824402308326
240,From Ivy League to outsiders,http://www.cnn.com/2016/01/28/politics/donald-trump-ted-cruz-anti-establishment/index.html,cnn,Kasich,1,144.0,0.0277777779847,2093,35,37,0.0167224080268,0.0176779741997,0.0344003822265,0.000955566172957
241,Conservative group takes aim at Trump in new campaign,http://www.cnn.com/2016/02/26/politics/conservative-group-donald-trump-campaign/index.html,cnn,Kasich,1,22.0,1.0,266,2,0,0.00751879699248,0.0,0.00751879699248,-0.00751879699248
242,Trump Near-Certain to Defeat Democrat in November According To Primary Model,http://www.huffingtonpost.com/helmut-norpoth/trump-nearcertain-to-defe_b_9403762.html,huffpo,Kasich,1,11.0,0.0,590,2,3,0.00338983050847,0.00508474576271,0.00847457627119,0.00169491525424
243,Trump taps right's anger against Fox,http://www.cnn.com/2016/01/28/politics/donald-trump-fox-news-conservatives/index.html,cnn,Kasich,1,218.0,-0.0963302776217,1005,10,10,0.00995024875622,0.00995024875622,0.0199004975124,0.0
244,No room for black Valdosta students in Trump world,http://www.cnn.com/2016/03/01/opinions/trump-valdosta-rally-black-students-ejected-bailey/index.html,cnn,Kasich,1,89.0,0.0112359551713,710,10,7,0.0140845070423,0.00985915492958,0.0239436619718,-0.00422535211268
245,What Cruz's thumping of Trump means,http://www.cnn.com/2016/04/06/opinions/wisconsin-primary-sexton/index.html,cnn,Kasich,1,12.0,0.416666656733,88,0,1,0.0,0.0113636363636,0.0113636363636,0.0113636363636
246,"Clinton, Trump seek more wins on Super Saturday",http://www.cnn.com/2016/03/05/politics/kansas-kentucky-louisiana-maine-nebraska-highlights/index.html,cnn,Kasich,1,185.0,0.994594573975,554,5,5,0.00902527075812,0.00902527075812,0.0180505415162,0.0
247,"Poll: Trump, Clinton lead the way in Michigan",http://www.cnn.com/2016/03/06/politics/michigan-poll-donald-trump-hillary-clinton/index.html,cnn,Kasich,1,29.0,0.103448279202,261,1,0,0.00383141762452,0.0,0.00383141762452,-0.00383141762452
248,Veterans group to Trump: Keep your donations,http://www.cnn.com/2016/01/27/politics/donald-trump-veterans-fox-news-debate/index.html,cnn,Kasich,2,148.0,-0.0135135138407,212,1,1,0.00471698113208,0.00471698113208,0.00943396226415,0.0
249,Bush skeptical of Trump's new campaign of 'optimism',http://www.cnn.com/2016/02/13/politics/jeb-bush-donald-trump-positive/index.html,cnn,Kasich,1,28.0,0.5,789,11,13,0.0139416983523,0.0164765525982,0.0304182509506,0.00253485424588
250,"Trump, Clinton eye wins that would move them closer to nominations",http://www.cnn.com/2016/04/26/politics/primary-results-highlights/index.html,cnn,Kasich,1,106.0,0.896226406097,37,0,0,0.0,0.0,0.0,0.0
251,Donald Trump flirts with Iowa's retail politics,http://www.cnn.com/2016/01/15/politics/donald-trump-pizza-ranch-retail-politics/index.html,cnn,Kasich,1,30.0,0.966666638851,636,0,7,0.0,0.0110062893082,0.0110062893082,0.0110062893082
252,Trump Says He 'Most Likely Won't Do' Thursday Fox Debate,http://www.npr.org/2016/01/26/464485197/trump-says-he-most-likely-wont-do-thursday-fox-debate,npr,Kasich,1,89.0,-0.741573035717,580,6,1,0.0103448275862,0.00172413793103,0.0120689655172,-0.00862068965517
253,Donald Trump's lost month in Iowa,http://www.cnn.com/2016/02/03/politics/donald-trump-iowa-2016-caucuses/index.html,cnn,Kasich,1,23.0,-0.217391297221,1716,13,31,0.00757575757576,0.0180652680653,0.025641025641,0.0104895104895
254,Cruz: I'm the only one who has beaten Trump,http://www.cnn.com/2016/02/21/politics/ted-cruz-south-carolina-sotu/index.html,cnn,Kasich,1,37.0,-0.0270270276815,486,2,6,0.00411522633745,0.0123456790123,0.0164609053498,0.0082304526749
255,2016ers aim fire on Marco Rubio in New Hampshire,http://www.cnn.com/2016/02/03/politics/marco-rubio-jeb-bush-union-leader-ad/index.html,cnn,Kasich,1,23.0,0.565217375755,427,3,4,0.00702576112412,0.00936768149883,0.016393442623,0.00234192037471
256,Trump's New Jab At Ted Cruz: 'An Anchor Baby In Canada',http://www.npr.org/2016/01/29/464906370/trump-takes-a-victory-lap-after-skipping-gop-debate,npr,Kasich,1,53.0,0.396226406097,507,8,5,0.0157790927022,0.00986193293886,0.025641025641,-0.00591715976331
257,Cruz says his children are 'better behaved' than Trump,http://www.cnn.com/2016/02/03/politics/ted-cruz-donald-trump-ben-carson-denmark/index.html,cnn,Kasich,1,26.0,0.0384615398943,188,5,1,0.0265957446809,0.00531914893617,0.031914893617,-0.0212765957447
258,TODD STARNES: Cruz rises to top as Rubio and Trump wallow in mud at GOP debate,http://www.foxnews.com/opinion/2016/03/04/cruz-rises-to-top-as-rubio-and-trump-wallow-in-mud-at-gop-debate.html,fox,Kasich,1,13.0,1.0,255,5,2,0.0196078431373,0.0078431372549,0.0274509803922,-0.0117647058824
259,Ready for the new Ben Carson?,http://www.cnn.com/2016/01/04/opinions/louis-new-ben-carson/index.html,cnn,Kasich,1,15.0,0.20000000298,762,6,14,0.00787401574803,0.0183727034121,0.0262467191601,0.010498687664
260,"TODD STARNES: Donald Trump, Baptists and Ted Cruz&rsquo;s tithe",https://radio.foxnews.com/toddstarnes/podcast/donald-trump-baptists-and-ted-cruzs-tithe.html,fox,Kasich,1,46.0,0.108695648611,47,2,2,0.0425531914894,0.0425531914894,0.0851063829787,0.0
261,Trump's campaign manager: 'Megyn Kelly is totally obsessed with Mr. Trump',http://www.politico.com/story/2016/01/megyn-kelly-trump-obsessed-218273,politico,Kasich,1,141.0,0.205673754215,2275,13,13,0.00571428571429,0.00571428571429,0.0114285714286,0.0
262,"National Review, conservative thinkers stand against Donald Trump",http://www.cnn.com/2016/01/21/politics/national-review-magazine-opposes-donald-trump/index.html,cnn,Kasich,1,312.0,0.0384615398943,321,11,7,0.0342679127726,0.0218068535826,0.0560747663551,-0.01246105919
263,Trump Wasn't At The State Of The Union Address But His Presence Was Felt,http://www.npr.org/2016/01/13/462883550/trump-wasn-t-at-the-state-of-the-union-address-but-his-presence-was-felt,npr,Kasich,1,21.0,0.142857149243,60,0,0,0.0,0.0,0.0,0.0
264,Are Trump's Values Consistent With Evangelicals?,http://www.npr.org/2016/01/17/463371479/are-trump-s-values-consistent-with-evangelicals,npr,Kasich,1,36.0,0.0,29,0,1,0.0,0.0344827586207,0.0344827586207,0.0344827586207
265,"Romney says he's not running, but 'no one' should say no if drafted by GOP",http://www.cnn.com/2016/03/06/politics/mitt-romney-brokered-convention/index.html,cnn,Kasich,1,37.0,0.0,300,0,4,0.0,0.0133333333333,0.0133333333333,0.0133333333333
266,Jeb Bush on Donald Trump: The 'dude' ought to learn,http://www.cnn.com/2016/01/11/politics/bush-trump-dude-nuclear-triad/index.html,cnn,Kasich,1,22.0,0.0,259,2,2,0.00772200772201,0.00772200772201,0.015444015444,0.0
267,"If the GOP race was a March Madness bracket, this is how it would look",http://www.cnn.com/2016/03/18/politics/march-madness-republican-primary-bracket/index.html,cnn,Kasich,1,15.0,0.133333340287,478,6,10,0.0125523012552,0.0209205020921,0.0334728033473,0.00836820083682
268,How Sarah Palin Paved The Way For Donald Trump,http://www.npr.org/2016/01/23/464068087/how-sarah-palin-paved-the-way-for-donald-trump,npr,Kasich,1,65.0,0.261538475752,1033,15,7,0.0145208131655,0.00677637947725,0.0212971926428,-0.00774443368829
269,"Trump breaks his own rule, uses teleprompter",http://www.cnn.com/2016/03/21/politics/trump-teleprompter-aipac-speech/index.html,cnn,Kasich,1,70.0,-0.0142857143655,240,0,3,0.0,0.0125,0.0125,0.0125
270,"Trump: Keystone pipeline, like Cruz, connects Canada and Texas",http://www.cnn.com/2016/01/25/politics/donald-trump-ted-cruz-keystone-pipeline/index.html,cnn,Kasich,2,12.0,0.333333343267,319,3,6,0.00940438871473,0.0188087774295,0.0282131661442,0.00940438871473
271,Susan Sarandon: Trump more likely to bring 'revolution' than Clinton,http://www.cnn.com/2016/03/29/politics/susan-sarandon-donald-trump-hillary-clinton-bernie-sanders/index.html,cnn,Kasich,1,111.0,0.0270270276815,22,1,0,0.0454545454545,0.0,0.0454545454545,-0.0454545454545
272,Republicans blast Obama's State of the Union,http://www.cnn.com/2016/01/12/politics/state-of-the-union-2016-candidates-reaction/index.html,cnn,Kasich,2,13.0,1.0,267,2,2,0.00749063670412,0.00749063670412,0.0149812734082,0.0
273,"GOP Frontrunners Donald Trump, Ted Cruz Campaign In Final Hours Before Iowa",http://www.npr.org/2016/02/01/465180877/gop-frontrunners-donald-trump-ted-cruz-campaign-in-final-hours-before-iowa,npr,Kasich,1,13.0,0.923076927662,32,0,0,0.0,0.0,0.0,0.0
274,"Donald Trump: I Could 'Shoot Somebody, And I Wouldn't Lose Any Voters'",http://www.npr.org/sections/thetwo-way/2016/01/23/464129029/donald-trump-i-could-shoot-somebody-and-i-wouldnt-lose-any-voters,npr,Kasich,1,97.0,-0.639175236225,271,2,6,0.00738007380074,0.0221402214022,0.029520295203,0.0147601476015
275,Trump to deliver foreign policy address in Washington,http://www.cnn.com/2016/04/27/politics/donald-trump-foreign-policy-speech/index.html,cnn,Kasich,1,214.0,0.345794379711,36,0,0,0.0,0.0,0.0,0.0
276,Donald Trump and Ted Cruz: The Populist vs. The Preacher,http://www.cnn.com/2016/01/15/politics/donald-trump-ted-cruz-populist-vs-preacher/index.html,cnn,Kasich,1,33.0,0.0606060624123,1033,11,10,0.0106485963214,0.00968054211036,0.0203291384318,-0.000968054211036
277,Trump says he is running campaign of 'great optimism',http://www.cnn.com/2016/02/12/politics/donald-trump-optimism-ted-cruz/index.html,cnn,Kasich,1,19.0,0.263157904148,646,11,8,0.0170278637771,0.0123839009288,0.0294117647059,-0.0046439628483
278,"In Iowa, will Cruz vs. Trump come down to the 'Full Grassley'?",http://www.cnn.com/2016/01/27/politics/ted-cruz-donald-trump-iowa-99-counties/index.html,cnn,Kasich,2,20.0,0.20000000298,570,4,8,0.00701754385965,0.0140350877193,0.0210526315789,0.00701754385965
279,"DEBATE OPINION  Trump-free event good  for candidates, country",http://www.foxnews.com/opinion/2016/01/29/trump-free-debate-night-good-thing-for-candidates-country.html,fox,Kasich,1,55.0,0.0545454546809,839,9,16,0.0107270560191,0.0190703218117,0.0297973778308,0.00834326579261
280,"THINNING THE HERD: Cruz, Rubio emerge as primary Trump alternatives &#8212; but Christie, Bush not goin' away",http://www.foxnews.com/politics/2016/01/15/gloves-off-for-top-tier-in-gop-race-after-debate.html,fox,Kasich,1,25.0,0.40000000596,805,8,8,0.00993788819876,0.00993788819876,0.0198757763975,0.0
281,Who is Marco Rubio?,http://www.cnn.com/2016/02/10/politics/who-is-marco-rubio/index.html,cnn,Kasich,1,16.0,0.0625,819,11,15,0.013431013431,0.018315018315,0.031746031746,0.004884004884
282,Top Rubio supporters: Trump attacks have backfired,http://www.cnn.com/2016/03/09/politics/marco-rubio-donald-trump/index.html,cnn,Kasich,1,99.0,0.989898979664,1182,13,17,0.0109983079526,0.0143824027073,0.0253807106599,0.00338409475465
283,Who won?,http://www.cnn.com/2016/03/30/opinions/cruz-trump-kasich-town-hall-sexton/index.html,cnn,Kasich,1,101.0,0.930693089962,122,0,1,0.0,0.00819672131148,0.00819672131148,0.00819672131148
284,Trump presses forward with attacks in Iowa,http://www.cnn.com/2016/01/24/politics/donald-trump-iowa-rivals/index.html,cnn,Kasich,1,29.0,0.0689655169845,416,3,2,0.00721153846154,0.00480769230769,0.0120192307692,-0.00240384615385
285,Cruz: Trump 'taking advantage' of uninformed voters,http://www.cnn.com/2016/03/10/politics/ted-cruz-donald-trump-uniformed-voters/index.html,cnn,Kasich,1,32.0,1.0,262,3,2,0.0114503816794,0.00763358778626,0.0190839694656,-0.00381679389313
286,Iowa governor: Defeat Cruz,http://www.cnn.com/2016/01/19/politics/terry-branstad-ted-cruz-defeat/index.html,cnn,Kasich,3,147.0,0.0680272132158,348,4,4,0.0114942528736,0.0114942528736,0.0229885057471,0.0
287,Florida gov. punts on Trump's claim 'Islam hates us',http://www.cnn.com/2016/03/10/politics/florida-gov-rick-scott-trump-islam-hates-us/index.html,cnn,Kasich,1,26.0,-0.923076927662,226,1,4,0.00442477876106,0.0176991150442,0.0221238938053,0.0132743362832
288,Louis C.K.: Trump used to be funny,http://www.cnn.com/2016/03/05/politics/louis-ck-donald-trump-adolf-hitler/index.html,cnn,Kasich,1,174.0,0.718390822411,331,2,1,0.00604229607251,0.00302114803625,0.00906344410876,-0.00302114803625
289,Republican debate: 5 things to watch,http://www.cnn.com/2016/02/13/politics/republican-debate-things-to-watch/index.html,cnn,Kasich,1,156.0,0.0128205129877,1259,13,17,0.010325655282,0.0135027799841,0.0238284352661,0.00317712470214
290,Marco Rubio -- The Next American President,http://www.huffingtonpost.com/jed-leahenry/marco-rubio-the-next-amer_b_9098204.html,huffpo,Kasich,4,45.0,0.0444444455206,2425,22,35,0.00907216494845,0.0144329896907,0.0235051546392,0.00536082474227
291,"'State of the Union' to host Trump, Clinton, Sanders",http://www.cnn.com/2016/02/06/politics/state-of-the-union-donald-trump-hillary-clinton-bernie-sanders/index.html,cnn,Kasich,1,104.0,0.480769217014,198,1,1,0.00505050505051,0.00505050505051,0.010101010101,0.0
292,"Maine governor, a Trump supporter, accuses Cruz campaign of lying",http://www.cnn.com/2016/04/23/politics/maine-republican-delegates-unity-ticket-gop-governor/index.html,cnn,Kasich,1,98.0,0.846938788891,43,0,1,0.0,0.0232558139535,0.0232558139535,0.0232558139535
293,Pro-Trump pastor: Sanders 'gotta get saved',http://www.cnn.com/2016/03/14/politics/mark-burns-bernie-sanders-donald-trump/index.html,cnn,Kasich,2,56.0,1.0,302,1,6,0.00331125827815,0.0198675496689,0.023178807947,0.0165562913907
294,First on CNN: Top South Carolina business leader to endorse Donald Trump,http://www.cnn.com/2016/02/10/politics/donald-trump-endorsement-bill-stern-south-carolina/index.html,cnn,Kasich,1,25.0,1.0,212,1,3,0.00471698113208,0.0141509433962,0.0188679245283,0.00943396226415
295,Obama calls out GOP's 'phony tough talk and bluster',http://www.cnn.com/2016/01/28/politics/obama-phony-tough-talk-gop/index.html,cnn,Kasich,1,24.0,0.0,451,3,2,0.00665188470067,0.00443458980044,0.0110864745011,-0.00221729490022
296,Donald Trump reemerges to rip media coverage of his Iowa finish,http://www.cnn.com/2016/02/02/politics/donald-trump-media-funding-tweets/index.html,cnn,Kasich,3,26.0,0.0384615398943,205,2,3,0.00975609756098,0.0146341463415,0.0243902439024,0.00487804878049
297,"In Iowa, Hillary Shows She's Learned Something About Running While Female",http://www.huffingtonpost.com/thecut/hillary-clinton-running-while-female_b_9151354.html,huffpo,Kasich,1,11.0,1.0,1232,10,24,0.00811688311688,0.0194805194805,0.0275974025974,0.0113636363636
298,Republicans gather for high-stakes debate before Super Tuesday,http://www.cnn.com/2016/02/25/politics/republican-debate-highlights/index.html,cnn,Kasich,1,266.0,0.109022557735,609,5,9,0.00821018062397,0.0147783251232,0.0229885057471,0.00656814449918
299,Jeb Bush Picks Up Endorsement From Lindsey Graham,http://www.npr.org/2016/01/15/463180823/jeb-bush-picks-up-endorsement-from-lindsey-graham,npr,Kasich,1,68.0,0.985294103622,305,0,4,0.0,0.0131147540984,0.0131147540984,0.0131147540984
300,Trump spars with conservative Bob Vander Plaats,http://www.cnn.com/2016/01/26/politics/donald-trump-iowa-family-values/index.html,cnn,Kasich,1,16.0,0.25,270,4,6,0.0148148148148,0.0222222222222,0.037037037037,0.00740740740741
301,The Stream: Iowa GOP Debate Edition,http://www.npr.org/2016/01/28/464776960/the-stream-iowa-gop-debate-edition,npr,Kasich,1,70.0,0.0857142880559,221,2,0,0.00904977375566,0.0,0.00904977375566,-0.00904977375566
302,Jeb Bush backs Cruz,http://www.cnn.com/2016/03/23/politics/jeb-bush-ted-cruz-endorsement/index.html,cnn,Kasich,1,116.0,0.267241388559,1160,10,19,0.00862068965517,0.0163793103448,0.025,0.00775862068966
303,"In Iowa City, Donald Trump uses college football players and wrestlers to woo young voters",https://www.washingtonpost.com/news/post-politics/wp/2016/01/27/in-iowa-city-donald-trump-uses-college-football-players-and-wrestlers-to-woo-young-voters/,washpo,Kasich,1,83.0,0.51807230711,1692,13,10,0.00768321513002,0.00591016548463,0.0135933806147,-0.00177304964539
304,"MEDIA BUZZ: Trump hit hard in debate, but can attacks in SC break through? - GOP candidates ramp up attacks after fiery debate - COMPLETE 2016 CAMPAIGN COVERAGE",http://www.foxnews.com/politics/2016/02/15/trump-hit-hard-in-debate-but-can-attacks-in-sc-break-through.html,fox,Kasich,1,46.0,0.0,670,15,7,0.0223880597015,0.010447761194,0.0328358208955,-0.0119402985075
305,The most memorable quotes of the CNN Republican debate,http://www.cnn.com/2016/02/25/politics/best-quotes-republican-debate-houston/index.html,cnn,Kasich,2,52.0,0.769230782986,361,6,7,0.016620498615,0.0193905817175,0.0360110803324,0.00277008310249
306,Bush mocks Trump's expensive wardrobe,http://www.cnn.com/2016/01/22/politics/jeb-bush-donald-trump-boots-clothes/index.html,cnn,Kasich,1,38.0,0.0,271,3,1,0.0110701107011,0.00369003690037,0.0147601476015,-0.00738007380074
307,"DISMISSIVE OBAMA  Calls Bernie a 'bright, shiny object' in defending Hillary",http://www.foxnews.com/politics/2016/01/25/obama-defends-clinton-likens-sanders-to-bright-shiny-object.html,fox,Kasich,1,44.0,0.70454543829,731,8,11,0.0109439124487,0.015047879617,0.0259917920657,0.00410396716826
308,Arizona restaurant owner under siege after appearing onstage with Donald Trump,http://www.cnn.com/2016/03/24/politics/donald-trump-arizona-sammys-mexican-grill/index.html,cnn,Kasich,2,36.0,0.277777791023,43,0,0,0.0,0.0,0.0,0.0
309,Trump raises Cruz's eligibility to run for president,http://www.cnn.com/2016/01/05/politics/donald-trump-ted-cruz-eligibility/index.html,cnn,Kasich,1,113.0,0.10619468987,347,4,1,0.0115273775216,0.0028818443804,0.014409221902,-0.00864553314121
310,Trump deflects specifics when it comes to abortion position,http://www.cnn.com/2016/01/26/politics/donald-trump-abortion/index.html,cnn,Kasich,1,21.0,0.190476194024,538,4,8,0.00743494423792,0.0148698884758,0.0223048327138,0.00743494423792
311,CASTING DOUBT  Schiff joins fellow Democrats in critiquing IG letter on Clinton emails,http://www.foxnews.com/politics/2016/01/24/rep-schiff-joins-fellow-dems-in-casting-doubt-on-ig-letter-on-clinton-emails.html,fox,Kasich,1,97.0,-0.0927835032344,375,6,6,0.016,0.016,0.032,0.0
312,"U.S. needs to pressure China to fix North Korea, Trump says",http://www.cnn.com/2016/01/06/politics/donald-trump-north-korea-china-ted-cruz-immigration/index.html,cnn,Kasich,1,152.0,-0.0723684206605,600,3,5,0.005,0.00833333333333,0.0133333333333,0.00333333333333
313,Man shouts 'waterboard Hillary' at Rubio rally,http://www.cnn.com/2016/02/17/politics/marco-rubio-waterboard-hillary-clinton-joke/index.html,cnn,Kasich,1,32.0,0.0,144,4,1,0.0277777777778,0.00694444444444,0.0347222222222,-0.0208333333333
314,How Donald Trump blasted George W. Bush in S.C. -- and won,http://www.cnn.com/2016/02/20/politics/donald-trump-south-carolina-military/index.html,cnn,Kasich,2,208.0,0.995192289352,1191,14,13,0.0117548278757,0.0109151973132,0.0226700251889,-0.000839630562552
315,Ted Cruz on Trump: I'll never have 'a plane with my name on it',http://www.cnn.com/2016/01/08/politics/ted-cruz-iowa-donald-trump/index.html,cnn,Kasich,1,40.0,0.10000000149,226,0,2,0.0,0.00884955752212,0.00884955752212,0.00884955752212
316,Rubio ditches thrift and flies private jets almost exclusively,http://www.politico.com/story/2016/01/marco-rubio-spending-private-jets-217420,politico,Kasich,2,84.0,0.5,2371,11,20,0.00463939266132,0.00843525938423,0.0130746520456,0.0037958667229
317,Iowans react to Trump debate decision,http://www.cnn.com/2016/01/26/politics/donald-trump-gop-debate-iowa/index.html,cnn,Kasich,1,104.0,0.0,509,7,8,0.0137524557957,0.0157170923379,0.0294695481336,0.00196463654224
318,How Donald Trump defeats Hillary Clinton,http://www.politico.com/story/2016/01/how-donald-trump-defeats-hillary-clinton-217868,politico,Kasich,1,236.0,0.156779661775,2812,36,35,0.0128022759602,0.0124466571835,0.0252489331437,-0.000355618776671
319,IOWA HOME STRETCH: GOP underdogs show new post-debate life in drive to caucus day,http://www.foxnews.com/politics/2016/01/29/republicans-barnstorm-iowa-after-debate-as-underdogs-show-new-life.html,fox,Kasich,1,67.0,0.0597014911473,813,6,11,0.00738007380074,0.0135301353014,0.0209102091021,0.00615006150062
320,"FOX NEWS/GOOGLE GOP DEBATE Fiorina launches scorching attack on Hillary, says 'should be prosecuted'",http://www.foxnews.com/politics/2016/01/28/candidates-slam-clinton-media-in-first-gop-debate.html,fox,Kasich,2,106.0,-0.830188691616,634,4,4,0.00630914826498,0.00630914826498,0.01261829653,0.0
321,Graham on choosing between Trump and Cruz: 'It's like being shot or poisoned',http://www.cnn.com/2016/01/21/politics/lindsey-graham-donald-trump-ted-cruz-poison-or-shot/index.html,cnn,Kasich,2,67.0,0.0149253727868,260,1,1,0.00384615384615,0.00384615384615,0.00769230769231,0.0
322,"In Nikki Haley’s Conservative Critique, a Model for the GOP?",http://blogs.wsj.com/washwire/2016/01/13/in-nikki-haleys-conservative-critique-a-model-for-the-gop/,wsj,Kasich,1,15.0,0.0666666701436,610,8,14,0.0131147540984,0.0229508196721,0.0360655737705,0.00983606557377
323,Barbara Bush campaigns for Jeb,http://www.cnn.com/2016/01/21/politics/barbara-bush-jeb-bush-video/index.html,cnn,Kasich,2,79.0,0.645569622517,1008,3,14,0.00297619047619,0.0138888888889,0.0168650793651,0.0109126984127
324,"In Mexico, Biden says most Americans don't agree with GOP's 'damaging' rhetoric",http://www.cnn.com/2016/02/25/politics/joe-biden-mexico-campaign-rhetoric-donald-trump/index.html,cnn,Kasich,1,16.0,-0.25,255,3,2,0.0117647058824,0.0078431372549,0.0196078431373,-0.00392156862745
325,Bernie Sanders: GOP debates proof 'we need to invest' in mental health,http://www.cnn.com/2016/03/06/politics/bernie-sanders-republican-debates-mental-health/index.html,cnn,Kasich,1,33.0,0.151515156031,178,4,5,0.0224719101124,0.0280898876404,0.0505617977528,0.00561797752809
