,url,org,num_tweets
1259,http://www.cnn.com/2016/04/19/politics/trump-corey-lewandowski-manafort/index.html,cnn,23
1261,http://www.wsj.com/articles/can-jeb-bush-make-a-comeback-1451683737,wsj,48
1262,http://www.npr.org/2016/01/10/462433801/economy-and-immigration-whats-dividing-republicans,npr,66
1263,http://www.cnn.com/2016/01/10/politics/clinton-planned-parenthood/index.html,cnn,22
1264,http://www.cnn.com/2016/01/15/politics/republican-debate-2016-winners-losers/index.html,cnn,124
1265,http://www.politico.com/story/2016/01/hillary-clinton-peacemaker-dovish-position-218263,politico,31
1266,http://blogs.wsj.com/washwire/2016/01/21/why-hillary-clinton-is-embracing-barack-obamas-legacy/,wsj,15
1273,http://www.cnn.com/2016/02/17/politics/republican-town-hall-highlights/index.html,cnn,109
1274,http://www.foxnews.com/opinion/2016/02/10/how-trump-could-become-president.html,fox,71
1276,http://www.cnn.com/2016/02/21/politics/hillary-clinton-south-carolina-nevada/index.html,cnn,19
1281,http://www.cnn.com/2016/03/29/politics/susan-sarandon-donald-trump-hillary-clinton-bernie-sanders/index.html,cnn,111
1284,http://www.foxnews.com/politics/2016/04/19/trump-refers-to-terror-attacks-on-711-at-pre-ny-primary-rally.html,fox,86
1285,http://www.politico.com/story/2016/01/ben-carsons-finance-chief-at-the-center-of-campaign-storm-217575,politico,75
1286,http://www.cnn.com/2016/01/17/politics/bernie-sanders-hillary-clinton-nbc-news-poll/index.html,cnn,75
1287,http://www.cnn.com/2016/01/16/politics/rupert-murdoch-ted-cruz-donald-trump/index.html,cnn,57
1290,http://www.politico.com/story/2016/02/donald-trump-iowa-voter-data-218654,politico,17
1291,http://www.nytimes.com/live/new-hampshire-primary-2016-election/,nyt,31
1297,http://www.cnn.com/2016/03/10/politics/republican-debate-fact-check/index.html,cnn,202
1300,https://www.washingtonpost.com/news/the-fix/wp/2016/03/25/donald-trumps-statement-on-the-ted-cruz-affair-story-is-perfectly-trumpian/,washpo,15
1301,http://www.politico.com/blogs/on-media/2016/04/hillary-clinton-megyn-kelly-is-a-superb-journalist-221581,politico,10
1302,http://www.foxnews.com/politics/2016/04/07/sanders-says-clinton-not-qualified-to-be-president-as-war-words-escalates-in-democratic-race.html,fox,38
1307,http://www.npr.org/2016/01/13/462944798/hillary-clinton-s-new-tax-proposal-likely-wont-affect-you,npr,33
1311,http://www.cnn.com/2016/01/24/politics/donald-trump-david-brock-ted-cruz-2016/index.html,cnn,131
1313,http://www.cnn.com/2016/01/26/politics/donald-trump-abortion/index.html,cnn,21
1315,http://www.foxnews.com/politics/2016/01/28/veterans-group-wont-take-trump-fundraiser-donations.html,fox,159
1316,http://www.cnn.com/2016/02/01/politics/rick-santorum-iowa-2016/index.html,cnn,26
1318,http://www.cnn.com/2016/02/10/politics/chris-christie-2016-election/index.html,cnn,162
1320,http://www.cnn.com/2016/02/17/politics/marco-rubio-ted-cruz-disturbing-dishonesty-fight/index.html,cnn,28
1323,http://www.politico.com/story/2016/02/annette-taddeo-joe-garcia-primary-219490,politico,11
1327,http://www.cnn.com/2016/03/08/politics/ted-cruz-donald-trump-pledge/index.html,cnn,22
1329,http://www.cnn.com/2016/03/09/politics/chicago-tribune-endorse-marco-rubio/index.html,cnn,19
1332,http://www.cnn.com/2016/03/23/politics/arizona-republican-primary-john-kasich/index.html,cnn,71
1333,http://www.foxnews.com/politics/2016/04/04/trump-faces-new-headaches-in-behind-scenes-battle-for-delegates.html,fox,20
1335,http://www.foxnews.com/politics/2016/04/27/cruz-announces-fiorina-as-choice-for-running-mate.html,fox,26
1336,http://www.cnn.com/2016/01/12/politics/donald-trump-obama-state-of-the-union/index.html,cnn,11
1338,http://www.politico.com/story/2016/01/noam-chomsky-supports-hillary-clinton-218192,politico,106
1340,http://www.politico.com/story/2016/01/do-democrats-watch-gop-debates-218398,politico,16
1341,http://www.cnn.com/2016/01/28/politics/trump-cruz-iowa-supporters/index.html,cnn,44
1343,http://www.foxnews.com/politics/2016/02/18/fox-news-poll-trump-leads-in-south-carolina.html,fox,17
1345,http://www.cnn.com/2016/02/19/politics/donald-trump-ted-cruz-goldman-sachs/index.html,cnn,33
1346,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/03/duke-trump-220027,politico,14
1351,http://www.foxnews.com/politics/2016/03/06/cruz-trump-grab-two-wins-dems-divided-as-candidates-look-ahead-to-michigan-florida-contests.html,fox,98
1357,https://www.washingtonpost.com/news/the-fix/wp/2016/03/14/republicans-have-a-choice-between-bad-and-awful-when-it-comes-to-donald-trump/,washpo,24
1360,http://www.cnn.com/2016/03/18/politics/march-madness-republican-primary-bracket/index.html,cnn,15
1366,http://www.politico.com/story/2016/01/ted-cruz-hillary-clinton-backers-donald-trump-217641,politico,51
1368,http://www.cnn.com/2016/01/16/politics/bernie-sanders-health-records-doctor/index.html,cnn,15
1370,http://www.cnn.com/2016/01/26/politics/donald-trump-ted-cruz-polling/index.html,cnn,312
1373,http://www.foxnews.com/politics/2016/01/30/gop-presidential-candidates-hammer-on-clinton-email-in-final-days-before-iowa-caucus.html,fox,124
1376,http://www.cnn.com/2016/02/10/politics/new-hampshire-primary-results/index.html,cnn,84
1393,http://www.politico.com/story/2016/01/phil-robertson-duck-dynasty-ted-cruz-endorse-217721,politico,16
1394,http://www.cnn.com/2016/01/04/politics/oregon-standoff-republicans-2016-election/index.html,cnn,61
1400,http://www.foxnews.com/politics/2016/01/28/candidates-slam-clinton-media-in-first-gop-debate.html,fox,106
1402,http://www.cnn.com/2016/02/06/politics/republican-debate-highlights/index.html,cnn,95
1404,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-18-EU-REL-Pope-Trump/id-229796151c554898ac0b0cb9df3940ba,ap,17
1405,http://money.cnn.com/2016/02/19/media/cnn-msnbc-town-hall-wars/index.html,cnn,40
1407,http://www.politico.com/story/2016/02/bernie-sanders-charles-koch-219491,politico,10
1408,http://www.cnn.com/2016/02/25/politics/republican-debate-what-to-watch/index.html,cnn,128
1409,http://www.politico.com/story/2016/02/trump-shatters-the-republican-party-219711,politico,14
1410,http://www.cnn.com/2016/02/25/politics/rick-perry-brokered-convention/index.html,cnn,21
1411,http://www.cnn.com/2016/03/01/politics/nikki-haley-donald-trump-bless-your-heart/index.html,cnn,13
1414,https://www.washingtonpost.com/blogs/plum-line/wp/2016/03/16/hillary-clintons-chief-strategist-sanders-cant-win-and-were-ready-to-take-down-trump/,washpo,24
1420,http://www.politico.com/story/2016/01/gop-pollster-tells-leadership-cruz-is-bad-for-them-217653,politico,64
1423,http://www.npr.org/2016/01/22/463884201/trump-champions-the-silent-majority-but-what-does-that-mean-in-2016,npr,45
1427,http://www.cnn.com/2016/01/27/politics/ted-cruz-heidi-cruz-new-hampshire-2016/index.html,cnn,37
1430,http://www.cnn.com/2016/01/28/politics/donald-trump-fox-news-conservatives/index.html,cnn,218
1431,http://www.cnn.com/2016/01/22/politics/hillary-clinton-bernie-sanders-flip-flops/index.html,cnn,20
1432,http://www.cnn.com/2016/02/04/us/five-things-new-day/index.html,cnn,44
1433,http://www.cnn.com/2016/02/08/politics/donald-trump-jeb-bush-melts-like-butter/index.html,cnn,18
1434,http://www.cnn.com/2016/02/08/politics/trump-rubio-momentum-interview/index.html,cnn,28
1436,http://www.foxnews.com/politics/2016/02/23/former-bush-donors-rally-around-rubio-in-bid-to-take-on-trump.html,fox,179
1439,http://www.cnn.com/2016/02/29/politics/donald-trump-john-mccain-2016-election-ad/index.html,cnn,32
1443,http://www.cnn.com/2016/03/02/politics/donald-trump-super-tuesday-republican-party/index.html,cnn,139
1444,http://www.cnn.com/2016/03/10/politics/florida-gov-rick-scott-trump-islam-hates-us/index.html,cnn,26
1445,http://www.cnn.com/2016/03/09/politics/ben-carson-donald-trump-oped/index.html,cnn,56
1451,https://www.buzzfeed.com/johntemplon/how-bernie-sanders-raises-all-that-money,buzzfeed,36
1452,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-04-24-US-Campaign-2016/id-33f44dcfe5054cd88f78cdd9b5031aa8,ap,16
1453,http://www.cnn.com/2016/01/07/politics/hillary-clinton-selfie-esquire/index.html,cnn,47
1455,http://www.cnn.com/2016/01/16/opinions/prothero-trump-liberty/index.html,cnn,184
1457,http://www.cnn.com/2016/01/19/politics/ted-cruz-iowa-terry-branstad/index.html,cnn,41
1459,http://www.politico.com/story/2016/01/bernie-sanders-might-have-an-electability-problem-218432,politico,64
1463,http://www.cnn.com/2016/02/01/politics/iowa-caucus-poll-donald-trump-bernie-sanders/index.html,cnn,23
1467,http://www.nytimes.com/live/south-carolina-nevada-2016-election/,nyt,21
1472,http://www.huffingtonpost.com/nancy-altman/social-security-the-gop-v_b_9447206.html,huffpo,16
1473,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/03/marco-rubio-ohio-kasich-220635,politico,18
1474,http://www.foxnews.com/politics/2016/04/24/report-clinton-campaign-cautiously-begins-considering-running-mates.html,fox,33
1477,http://www.cnn.com/2016/01/06/politics/ted-cruz-birthplace-john-mccain/index.html,cnn,105
1478,http://www.npr.org/2016/01/13/462909210/trump-and-supporters-hit-back-at-nikki-haleys-jabs,npr,64
1479,https://www.washingtonpost.com/news/acts-of-faith/wp/2016/01/05/donald-trump-will-speak-at-liberty-universitys-first-convocation-this-year/,washpo,46
1482,http://www.cnn.com/2016/01/28/politics/donald-trump-veterans-organizations-donation-recipients/index.html,cnn,313
1484,http://www.npr.org/2016/02/03/465459903/trumpertantrum-trump-says-cruz-cheated-in-iowa-wants-results-overturned,npr,55
1488,http://www.politico.com/gallery/2016/02/behind-the-scenes-tenth-republican-debate-cnn-feb-25-002209,politico,37
1490,http://www.foxnews.com/politics/2016/02/25/trump-rivals-scramble-to-sideline-each-other-ahead-debate-super-tuesday.html,fox,72
1492,http://www.cnn.com/2016/02/27/politics/ted-cruz-donald-trump-marco-rubio-bickering/index.html,cnn,61
1497,http://www.cnn.com/2016/03/11/politics/ben-carson-endorses-donald-trump/index.html,cnn,78
1502,http://www.cnn.com/2016/03/21/politics/ted-cruz-frank-gaffney-national-security/index.html,cnn,12
1503,http://www.politico.com/story/2016/03/donald-trump-foreign-policy-advisers-221058,politico,11
1505,http://www.cnn.com/2016/04/07/politics/john-kasich-ads-new-york/index.html,cnn,75
1506,http://www.cnn.com/2016/04/09/politics/donald-trump-hillary-clinton-bernie-sanders-qualified/index.html,cnn,115
1507,http://www.foxnews.com/politics/2016/04/27/trump-calls-for-us-foreign-policy-shake-up-no-more-nation-building.html,fox,133
1511,http://www.politico.com/story/2016/01/2016-tv-ads-national-security-gop-candidates-217330,politico,10
1516,http://www.cnn.com/2016/01/27/politics/donald-trump-leads-ted-cruz-iowa-poll/index.html,cnn,29
1517,http://www.politico.com/story/2016/01/hillary-clinton-state-department-watchdog-218087,politico,17
1525,http://www.cnn.com/2016/03/10/politics/hillary-clinton-donald-trump-narrow-base/index.html,cnn,42
1529,http://www.cnn.com/2016/01/21/politics/rand-paul-ted-cruz-donald-trump-worse/index.html,cnn,170
1530,http://www.cnn.com/2016/01/17/politics/bernie-sanders-health-care-plan-sotu/index.html,cnn,20
1532,http://www.politico.com/story/2016/01/trump-ted-cruz-iowa-218410,politico,47
1534,http://www.politico.com/story/2016/02/trump-south-carolina-219078,politico,10
1544,http://money.cnn.com/2016/03/30/media/female-conservatives-fire-corey-lewandowski/index.html,cnn,44
1547,http://www.cnn.com/2016/04/05/politics/ted-cruz-donald-trump-delegates-arizona-email/index.html,cnn,36
1552,http://www.politico.com/story/2016/01/trump-on-obama-crying-217398,politico,23
1553,http://www.cnn.com/2016/01/13/politics/haley-trump-republicans-split/index.html,cnn,199
1556,http://www.politico.com/story/2016/01/megyn-kelly-trump-obsessed-218273,politico,141
1558,http://www.npr.org/2016/02/03/465387387/gop-presidential-candidates-put-iowa-behind-them-and-court-n-h-voters,npr,15
1561,http://www.cnn.com/2016/02/16/politics/angel-haze-donald-trump/index.html,cnn,15
1567,http://www.cnn.com/2016/03/10/politics/ohio-state-urban-meyer-endorse-john-kasich/index.html,cnn,22
1569,http://www.cnn.com/2016/03/30/opinions/cruz-trump-kasich-town-hall-sexton/index.html,cnn,101
1570,http://www.foxnews.com/politics/2016/04/02/trump-now-says-abortion-laws-should-not-be-changed.html,fox,43
1572,http://www.cnn.com/2016/04/19/politics/ted-cruz-donald-trump-campaign-lemonade-stand/index.html,cnn,92
1574,http://www.politico.com/story/2016/01/rubios-iowa-path-leaves-him-squeezed-on-all-sides-217520,politico,22
1575,http://www.cnn.com/2016/01/12/politics/ted-cruz-donald-trump-new-hampshire/index.html,cnn,41
1581,http://www.cnn.com/2016/02/26/politics/republican-debate-recap/index.html,cnn,193
1592,https://radio.foxnews.com/toddstarnes/podcast/donald-trump-baptists-and-ted-cruzs-tithe.html,fox,46
1593,http://www.cnn.com/2016/01/14/politics/ted-cruz-clinton-super-pac-ad/index.html,cnn,11
1597,http://www.cnn.com/2016/01/30/politics/des-moines-register-poll-donald-trump-ted-cruz-hillary-clinton-bernie-sanders/index.html,cnn,60
1605,http://www.cnn.com/2016/02/29/politics/john-kasich-not-leaving-race/index.html,cnn,24
1606,http://www.cnn.com/2016/03/05/politics/john-kasich-tax-returns-donald-trump/index.html,cnn,32
1607,http://www.foxnews.com/politics/2016/03/07/could-president-trump-cruz-work-with-paul-ryan-and-congress.html,fox,78
1609,http://www.cnn.com/2016/03/29/politics/donald-trump-ted-cruz-nominee-pledge/index.html,cnn,238
1613,http://www.cnn.com/2016/01/06/politics/jeb-bush-donald-trump-jerk/index.html,cnn,15
1615,http://blogs.wsj.com/washwire/2016/01/22/in-twist-campaign-says-ted-cruz-has-health-insurance-no-coverage-gap/,wsj,83
1617,http://money.cnn.com/2016/02/04/media/donald-trump-fox-news-debate-megyn-kelly/index.html,cnn,52
1618,http://www.cnn.com/2016/02/09/politics/chris-christie-new-hampshire-primary-marco-rubio/index.html,cnn,14
1620,http://www.cnn.com/2016/02/24/politics/political-prediction-market-trump-at-68-percent/index.html,cnn,19
1624,http://www.cnn.com/2016/02/24/politics/ted-cruz-super-tuesday-expectations/index.html,cnn,23
1627,http://www.cnn.com/2016/02/26/politics/conservative-group-donald-trump-campaign/index.html,cnn,22
1630,http://www.cnn.com/2016/03/10/politics/carly-fiorina-ted-cruz-2016/index.html,cnn,36
1633,http://www.politico.com/story/2016/03/kelly-ayotte-to-meet-merrick-garland-220868,politico,16
1635,http://www.politico.com/magazine/story/2016/03/donald-trump-hillary-clinton-2016-how-donald-trump-beats-hillary-clinton-213712,politico,11
1638,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-04-25-US-Campaign-2016/id-7ab0194b17514fb09787e250160145bf,ap,16
1640,http://www.foxnews.com/politics/2016/04/27/sources-cruz-to-announce-fiorina-as-choice-for-running-mate.html,fox,23
1642,http://www.cnn.com/2016/01/12/politics/state-of-the-union-2016-highlights/index.html,cnn,25
1644,http://www.politico.com/story/2016/01/ted-cruz-donald-trump-border-wall-mexico-217372,politico,42
1647,http://www.politico.com/story/2016/01/the-5-biggest-moments-of-the-gop-debate-217773,politico,42
1649,http://www.foxnews.com/politics/2016/01/22/rnc-cuts-debate-ties-with-conservative-magazine-over-anti-trump-issue.html,fox,195
1651,http://www.cnn.com/2016/02/02/politics/new-hampshire-primary-2016/index.html,cnn,122
1657,http://www.foxnews.com/opinion/2016/02/10/trump-kasich-cruz-rubio-bush-what-nh-results-mean-to-still-alive-five.html,fox,33
1659,http://www.cnn.com/2016/02/18/politics/marco-rubio-donald-trump-pope-comments/index.html,cnn,19
1661,http://www.cnn.com/2016/02/26/opinions/debate-coach-texas-gop-opinion-graham/index.html,cnn,12
1662,http://www.cnn.com/2016/03/01/politics/donald-trump-hillary-clinton-bernie-sanders-poll/index.html,cnn,221
1663,http://www.cnn.com/2016/03/02/politics/ted-cruz-texas-super-tuesday/index.html,cnn,76
1680,http://www.cnn.com/2016/02/03/politics/ted-cruz-donald-trump-ben-carson-denmark/index.html,cnn,26
1683,http://www.cnn.com/2016/02/20/politics/jeb-bush-drops-out-2016/index.html,cnn,221
1691,http://www.cnn.com/2016/01/06/politics/ted-cruz-donald-trump-political-prediction-market/index.html,cnn,23
1692,http://www.politico.com/story/2016/01/chelsea-clinton-hillary-fundraiser-soulcycle-217326,politico,22
1697,http://www.politico.com/story/2016/01/poll-iowa-gop-trump-ted-cruz-217700,politico,10
1699,http://www.politico.com/story/2016/01/patti-solis-doyle-bill-clinton-affairs-218183,politico,26
1701,http://www.cnn.com/2016/02/02/politics/ted-cruz-new-hampshire/index.html,cnn,16
1712,https://www.washingtonpost.com/news/energy-environment/wp/2016/03/22/this-is-the-only-type-of-climate-change-donald-trump-believes-in/,washpo,31
1713,http://www.cnn.com/2016/03/29/politics/scott-walker-endorsement-wisconsin-primary/index.html,cnn,44
1714,http://www.politico.com/story/2016/03/trumps-popularity-nosedives-in-critical-stretch-221320,politico,14
1719,http://www.politico.com/blogs/live-from-charleston-sc/2016/01/democratic-debate-speaking-times-217907,politico,32
1720,http://www.politico.com/story/2016/01/donald-trump-sarah-palin-218000,politico,30
1724,http://www.cnn.com/2016/01/30/politics/ted-cruz-canada-rafael-eleanor-calgary/index.html,cnn,36
1728,http://www.cnn.com/2016/02/24/politics/congressman-chris-collins-endorses-donald-trump/index.html,cnn,25
1730,http://www.cnn.com/2016/03/01/politics/ben-carson-slimy-thing-election-2016/index.html,cnn,26
1731,http://www.politico.com/magazine/story/2016/03/trump-fact-check-errors-exaggerations-falsehoods-213730,politico,31
1732,http://www.foxnews.com/politics/2016/03/15/trump-looks-to-take-command-gop-race-as-rubio-kasich-fight-to-keep-campaigns-alive.html,fox,86
1734,http://www.cnn.com/2016/03/18/opinions/should-gop-take-a-risk-on-trump-opinion-zelizer/index.html,cnn,90
1736,http://www.foxnews.com/politics/2016/03/23/trump-clinton-win-arizona-prize-rivals-notch-victories-in-utah-idaho.html,fox,15
1739,http://graphics.latimes.com/2016-election-delegates/,latimes,29
1748,http://www.foxnews.com/politics/2016/02/17/poll-trump-surges-over-gop-field-clinton-locked-in-virtual-tie.html,fox,83
1750,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/ted-cruz-trump-nevada-results-219710,politico,10
1751,http://www.cnn.com/2016/02/22/politics/jeb-bush-donors-republicans-2016/index.html,cnn,11
1752,http://www.cnn.com/2016/02/23/politics/donald-trump-letter-ted-cruz-nevada-shenanigans/index.html,cnn,18
1753,http://www.cnn.com/2016/02/25/politics/joe-biden-mexico-campaign-rhetoric-donald-trump/index.html,cnn,16
1757,http://www.foxnews.com/politics/2016/03/06/after-super-saturday-splits-dems-battle-for-maine-while-puerto-rico-to-cast-ballot-for-gop-pick.html,fox,52
1761,http://blogs.wsj.com/washwire/2016/03/17/marco-rubio-says-he-wont-run-for-re-election-or-governor-in-2018/,wsj,13
1764,http://www.foxnews.com/politics/2016/04/21/kasich-calls-out-gop-for-being-negative-warns-november-catastrophe.html,fox,69
1765,http://www.cnn.com/2016/01/04/politics/donald-trump-political-prediction-market/index.html,cnn,53
1766,http://www.politico.com/story/2016/01/hillary-clinton-must-read-emails-217498,politico,31
1768,http://www.cnn.com/2016/01/04/politics/hillary-clinton-donald-trump-isis/index.html,cnn,20
1772,http://www.npr.org/2016/01/20/463728689/hillary-clinton-and-jeb-bush-agree-on-at-least-one-thing,npr,55
1776,http://www.cnn.com/2016/02/02/politics/donald-trump-ted-cruz-canadian-birth/index.html,cnn,13
1789,http://www.cnn.com/2016/03/23/politics/political-prediction-marketplace-republicans-contested-convention/index.html,cnn,18
1800,http://www.cnn.com/2016/02/09/politics/new-hampshire-primary-democrats-bernie-sanders-hillary-clinton/index.html,cnn,23
1802,http://www.cnn.com/2016/03/04/politics/ted-cruz-marco-rubio-yoga-campaign-sale/index.html,cnn,15
1805,http://www.cnn.com/2016/03/13/politics/mitt-romney-john-kasich-campaigning/index.html,cnn,15
1808,http://www.politico.com/story/2016/03/jerry-moran-supreme-court-merrick-garland-nomination-hearing-221213,politico,11
1811,http://www.politico.com/story/2016/01/nikki-haley-vice-president-possible-pick-217508,politico,28
1813,http://www.cnn.com/2016/01/19/politics/gop-presidential-candidates-immigration-history/index.html,cnn,16
1814,http://www.cnn.com/2016/01/14/politics/congressional-republicans-donald-trump-distance/index.html,cnn,33
1815,http://www.foxnews.com/politics/2016/01/14/trump-conservative-pundits-hit-back-at-haley-for-state-union-response.html,fox,155
1818,http://www.politico.com/blogs/live-from-des-moines/2016/01/cruz-chris-wallace-clash-218379,politico,10
1819,http://www.cnn.com/2016/01/30/politics/marco-rubio-iowa-faith-push/index.html,cnn,15
1820,http://www.politico.com/story/2016/01/terry-branstad-ted-cruz-iowa-218412,politico,14
1829,http://www.cnn.com/2016/03/01/politics/super-tuesday-highlights/index.html,cnn,123
1830,http://www.cnn.com/2016/03/13/politics/clinton-sanders-democratic-town-hall/index.html,cnn,50
1831,http://www.cnn.com/2016/03/08/politics/donald-trump-poll-gop-primary/index.html,cnn,32
1833,http://www.cnn.com/2016/03/31/politics/john-kasich-wisconsin/index.html,cnn,49
1834,http://www.cnn.com/2016/04/07/politics/hillary-clinton-donald-trump-maryland-poll/index.html,cnn,25
1835,http://www.politico.com/story/2016/04/trump-terrifies-world-leaders-222233,politico,11
1837,http://blogs.wsj.com/washwire/2016/01/20/donald-trump-turns-to-ethanol-to-fuel-fight-with-ted-cruz/,wsj,41
1840,http://www.npr.org/2016/01/22/464013725/democratic-frustration-drives-surge-of-support-for-bernie-sanders,npr,16
1841,http://www.npr.org/2016/01/15/463191224/what-if-trump-could-redefine-how-to-win-iowa,npr,24
1842,http://www.cnn.com/2016/01/30/politics/donald-trump-air-force-one-iowa/index.html,cnn,38
1845,http://www.cnn.com/2016/02/04/politics/jeb-bush-mosque-obama-marco-rubio-donald-trump/index.html,cnn,18
1847,http://www.cnn.com/2016/02/04/politics/ted-cruz-new-hampshire-rand-paul/index.html,cnn,39
1848,http://www.cnn.com/2016/02/08/politics/jeb-bush-marco-rubio-donald-trump/index.html,cnn,22
1855,http://www.cnn.com/2016/03/10/politics/democratic-debate-analysis/index.html,cnn,194
1857,http://www.cnn.com/2016/03/15/politics/marco-rubio-2016-florida-primary/index.html,cnn,57
1862,http://www.foxnews.com/politics/2016/01/09/fox-news-poll-trump-cruz-top-gop-race-nationally.html,fox,127
1863,http://www.cnn.com/2016/01/15/politics/ryan-plan-republican-nominee/index.html,cnn,42
1864,http://www.cnn.com/2016/01/15/politics/donald-trump-republican-debate-political-prediction-market/index.html,cnn,38
1867,http://www.politico.com/story/2016/01/poll-ben-carson-at-7-percent-218223,politico,25
1868,http://www.cnn.com/2016/02/04/politics/lindsey-graham-barack-obama-ted-cruz-foreign-policy/index.html,cnn,22
1873,https://www.washingtonpost.com/local/donald-trumps-bigotry-has-inspired-muslim-american-voters-like-no-candidate-before/2016/02/25/c35c879e-dbce-11e5-925f-1d10062cc82d_story.html,washpo,46
1874,http://www.politico.com/blogs/on-media/2016/02/cnns-cable-shredded-during-trump-press-conference-219868,politico,13
1875,http://money.cnn.com/2016/03/16/media/donald-trump-republican-debate-fox/index.html,cnn,79
1881,http://www.foxnews.com/politics/2016/04/10/sanders-wins-wyoming-democratic-caucuses-cruz-takes-colorado-delegates.html,fox,73
1888,http://www.politico.com/story/2016/01/538-cruz-clinton-trump-sanders-rubio-217901,politico,57
1889,http://www.cnn.com/2016/01/16/politics/ted-cruz-tea-party-rally-donald-trump-marco-rubio/index.html,cnn,32
1890,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-01-15-US-GOP-2016/id-f4a3a61748764b46bfc653bb76091f59,ap,15
1898,http://www.cnn.com/2016/02/05/politics/new-hampshire-libertarians-rand-paul/index.html,cnn,26
1901,http://www.cnn.com/2016/02/23/politics/ted-cruz-illegal-immigrants-bill-oreilly/index.html,cnn,18
1905,http://www.cnn.com/2016/03/02/politics/donald-trump-congress-republicans/index.html,cnn,10
1914,http://www.cnn.com/2016/04/19/politics/donald-trump-love-hate-clintons/index.html,cnn,42
1918,http://www.cnn.com/2016/01/04/politics/hillary-clinton-wall-street-bernie-sanders/index.html,cnn,30
1922,http://www.cnn.com/2016/01/22/politics/fact-check-trump-iran-clinton-health-care-tapper-origwx-pk/index.html,cnn,31
1923,http://www.npr.org/2016/01/15/463180823/jeb-bush-picks-up-endorsement-from-lindsey-graham,npr,68
1927,http://www.cnn.com/2016/02/10/politics/jeb-bush-george-bush-south-carolina/index.html,cnn,20
1930,http://www.cnn.com/2016/02/18/politics/marco-rubio-hillary-clinton-traitor/index.html,cnn,18
1935,http://www.cnn.com/2016/03/17/politics/laura-bush-donald-trump-xenophobic/index.html,cnn,102
1937,http://www.foxnews.com/politics/2016/03/23/sanders-stayin-alive-helps-clinton-stay-in-spotlight-tout-foreign-policy.html,fox,10
1939,https://www.washingtonpost.com/news/the-fix/wp/2016/03/23/the-major-caveat-that-every-media-report-about-paul-ryan-and-donald-trump-needs-to-include/,washpo,10
1950,http://www.huffingtonpost.com/jedediah-purdy/donald-trumps-brutal-char_b_9087518.html,huffpo,11
1951,http://www.cnn.com/2016/01/21/politics/iowa-poll-hillary-clinton-bernie-sanders-donald-trump-ted-cruz/index.html,cnn,296
1952,http://www.politico.com/story/2016/01/marco-rubio-survival-strategy-218268,politico,41
1954,http://www.cnn.com/2016/02/02/politics/marco-rubio-republicans-2016-election/index.html,cnn,27
1955,http://www.politico.com/story/2016/01/trump-to-iowa-are-you-afraid-of-a-little-snow-218457,politico,10
1956,http://www.politico.com/story/2016/02/flint-water-crisis-rick-snyder-congress-democrats-218763,politico,12
1965,http://www.politico.com/story/2016/03/super-tuesday-trump-cruz-rubio-carson-kasich-220058,politico,16
1967,http://www.foxnews.com/politics/2016/03/10/trump-says-gop-opposition-to-him-taking-advantage-our-country.html,fox,101
1968,http://www.politico.com/story/2016/03/senate-supreme-court-scalia-220552,politico,12
1973,http://www.foxnews.com/politics/2016/04/25/trump-punches-back-at-campaign-to-take-him-out-gop-running.html,fox,27
1974,http://www.foxnews.com/politics/2016/01/04/bill-clinton-stumps-for-hillary-as-trump-keeps-up-attacks.html,fox,69
1976,http://www.cnn.com/2016/01/11/politics/jeff-weaver-bernie-sanders-hillary-clinton-guns/index.html,cnn,14
1981,http://www.politico.com/magazine/story/2016/01/marco-rubios-crisis-of-faith-213553,politico,108
1982,http://www.cnn.com/2016/01/29/politics/clint-howard-conservative-ted-cruz/index.html,cnn,39
1983,http://www.cnn.com/2016/02/11/politics/donald-trump-marco-rubio-push-polls-south-carolina/index.html,cnn,15
1995,http://www.foxnews.com/politics/2016/03/30/trump-rescinds-pledge-to-back-republican-nominee-cruz-kasich-refuse-to-commit-support.html,fox,118
2000,http://www.foxnews.com/politics/2016/01/15/trump-cruz-clash-over-eligibility-new-york-values-at-gop-debate.html,fox,125
2004,http://www.cnn.com/2016/01/27/politics/ted-cruz-donald-trump-iowa-fight/index.html,cnn,39
2006,http://www.npr.org/2016/01/29/464805170/trump-less-debate-is-different-but-with-a-familiar-outcome,npr,53
2011,http://www.politico.com/blogs/south-carolina-primary-2016-live-updates-and-results/2016/02/ted-cruz-trump-george-w-bush-liberal-219300,politico,10
2013,http://www.cnn.com/2016/02/25/politics/adam-carolla-predicted-donald-trump/index.html,cnn,11
2019,http://www.cnn.com/2016/03/10/politics/ben-carson-to-endorse-donald-trump/index.html,cnn,177
2020,http://www.cnn.com/2016/03/15/politics/hillary-clinton-super-tuesday-voting/index.html,cnn,14
