url,org,candid_camp,num_tweets,num_tweets_all,sentiment_mean,wc,negativ_ct,positiv_ct,negativ_percent,positiv_percent,emotionality,positivity
http://www.politico.com/story/2016/01/trump-ted-cruz-iowa-218410,politico,Cruz,2,47.0,-0.829787254333,2157,15,14,0.00695410292072,0.00649049605934,0.0134445989801,-0.000463606861382
http://www.politico.com/story/2016/01/donald-trump-free-tv-ad-217387,politico,Cruz,1,34.0,0.0,1755,9,5,0.00512820512821,0.002849002849,0.00797720797721,-0.0022792022792
http://www.politico.com/story/2016/01/poll-iowa-gop-trump-ted-cruz-217700,politico,Cruz,1,10.0,0.10000000149,1365,5,15,0.003663003663,0.010989010989,0.014652014652,0.00732600732601
http://www.cnn.com/2016/03/22/politics/donald-trump-reaction-brussels-terrorist-attacks/index.html,cnn,Cruz,1,64.0,-0.421875,692,16,9,0.0231213872832,0.0130057803468,0.0361271676301,-0.0101156069364
http://www.cnn.com/2016/01/26/politics/donald-trump-gop-debate-iowa/index.html,cnn,Cruz,1,104.0,0.0,509,7,8,0.0137524557957,0.0157170923379,0.0294695481336,0.00196463654224
http://www.politico.com/story/2016/01/ted-cruz-terry-branstad-iowa-217984,politico,Cruz,8,30.0,0.0666666701436,1507,14,15,0.0092899800929,0.00995355009954,0.0192435301924,0.000663570006636
https://radio.foxnews.com/toddstarnes/podcast/donald-trump-baptists-and-ted-cruzs-tithe.html,fox,Cruz,4,46.0,0.108695648611,47,2,2,0.0425531914894,0.0425531914894,0.0851063829787,0.0
http://www.cnn.com/2016/02/11/politics/john-kasich-ken-langone/index.html,cnn,Cruz,1,12.0,0.0,409,0,11,0.0,0.0268948655257,0.0268948655257,0.0268948655257
http://www.cnn.com/2016/04/07/politics/john-kasich-ads-new-york/index.html,cnn,Cruz,1,75.0,0.0133333336562,27,0,1,0.0,0.037037037037,0.037037037037,0.037037037037
http://www.foxnews.com/opinion/2016/01/07/public-school-recruits-students-to-work-for-hillary-clinton-campaign.html,fox,Cruz,43,305.0,-0.219672128558,662,4,9,0.00604229607251,0.0135951661631,0.0196374622356,0.00755287009063
http://www.cnn.com/2016/04/21/politics/donald-trump-campaign-2016/index.html,cnn,Cruz,1,33.0,0.181818187237,33,0,0,0.0,0.0,0.0,0.0
http://www.politico.com/story/2016/01/trump-cruz-worse-than-hillary-218018,politico,Cruz,2,15.0,-0.866666674614,1540,11,17,0.00714285714286,0.011038961039,0.0181818181818,0.0038961038961
http://www.politico.com/story/2016/01/jeb-bush-terri-schiavo-218254,politico,Cruz,1,26.0,0.0384615398943,1691,17,14,0.010053222945,0.00827912477824,0.0183323477232,-0.00177409816677
http://www.politico.com/blogs/under-the-radar/2016/01/reporter-fights-clinton-email-delay-218188,politico,Cruz,5,134.0,-0.865671634674,1584,13,17,0.00820707070707,0.0107323232323,0.0189393939394,0.00252525252525
http://www.politico.com/story/2016/01/paul-fiorina-excluded-from-main-stage-in-thursdays-gop-debate-217594,politico,Cruz,3,98.0,0.346938788891,1217,7,13,0.00575184880855,0.0106820049302,0.0164338537387,0.00493015612161
http://www.politico.com/blogs/on-media/2016/01/ratings-last-nights-gop-primary-debate-poised-to-be-lowest-rated-so-far-217846,politico,Cruz,2,31.0,0.774193525314,1089,10,5,0.00918273645546,0.00459136822773,0.0137741046832,-0.00459136822773
http://www.cnn.com/2016/04/18/politics/donald-trump-diversity-coalition-meet/index.html,cnn,Cruz,1,38.0,1.0,41,0,0,0.0,0.0,0.0,0.0
http://www.politico.com/story/2016/01/hillary-clinton-emails-rope-line-question-218088,politico,Cruz,6,46.0,-0.956521749496,1542,14,15,0.00907911802853,0.00972762645914,0.0188067444877,0.00064850843061
http://www.cnn.com/2016/01/27/politics/donald-trump-voters-2016-election/index.html,cnn,Cruz,4,554.0,-0.0938628166914,4064,39,43,0.00959645669291,0.0105807086614,0.0201771653543,0.000984251968504
http://www.politico.com/story/2016/01/ted-cruz-constitution-obamacare-217549,politico,Cruz,1,11.0,0.0909090936184,1656,11,18,0.00664251207729,0.0108695652174,0.0175120772947,0.0042270531401
http://www.politico.com/story/2016/01/poll-hillary-clinton-lead-nationally-218275,politico,Cruz,3,22.0,0.0909090936184,1558,5,13,0.00320924261874,0.00834403080873,0.0115532734275,0.00513478818999
http://www.cnn.com/2016/01/20/politics/bob-dole-ted-cruz-worse-than-donald-trump/index.html,cnn,Cruz,2,56.0,-0.0535714291036,325,1,3,0.00307692307692,0.00923076923077,0.0123076923077,0.00615384615385
http://www.cnn.com/2016/02/14/politics/ip-forecast-clinton-campaign-women/index.html,cnn,Cruz,1,23.0,0.0,845,5,8,0.00591715976331,0.0094674556213,0.0153846153846,0.00355029585799
http://www.cnn.com/2016/02/28/politics/donald-trump-white-supremacists/index.html,cnn,Cruz,5,275.0,0.48363634944,483,3,4,0.00621118012422,0.00828157349896,0.0144927536232,0.00207039337474
http://www.politico.com/magazine/story/2016/01/trumps-strange-new-respect-moment-213512,politico,Cruz,1,15.0,0.866666674614,1102,12,17,0.010889292196,0.0154264972777,0.0263157894737,0.00453720508167
http://www.politico.com/story/2016/01/trump-ted-cruz-eligibility-218178,politico,Cruz,2,14.0,0.0,1251,10,9,0.00799360511591,0.00719424460432,0.0151878497202,-0.000799360511591
http://www.cnn.com/2016/02/04/politics/marco-rubio-accomplishments-rick-santorum/index.html,cnn,Cruz,1,14.0,1.0,359,1,10,0.00278551532033,0.0278551532033,0.0306406685237,0.025069637883
http://www.cnn.com/2016/02/24/politics/ted-cruz-super-tuesday-expectations/index.html,cnn,Cruz,1,23.0,1.0,280,1,5,0.00357142857143,0.0178571428571,0.0214285714286,0.0142857142857
http://www.cnn.com/2016/02/11/politics/donald-trump-positive-ad-negative-ted-cruz/index.html,cnn,Cruz,1,21.0,1.0,207,3,2,0.0144927536232,0.00966183574879,0.024154589372,-0.0048309178744
http://www.politico.com/story/2016/01/joe-arpaio-trump-218247,politico,Cruz,1,29.0,0.0344827584922,1343,8,8,0.00595681310499,0.00595681310499,0.01191362621,0.0
http://www.cnn.com/2016/02/05/politics/sanders-democratic-fundraisers/index.html,cnn,Cruz,1,106.0,0.14150942862,920,2,7,0.00217391304348,0.00760869565217,0.00978260869565,0.0054347826087
http://www.politico.com/story/2016/01/paul-back-on-main-stage-for-fox-debate-218257,politico,Cruz,2,19.0,0.368421047926,1645,9,10,0.00547112462006,0.00607902735562,0.0115501519757,0.000607902735562
http://www.cnn.com/2016/02/08/politics/jeb-bush-eliminate-citizens-united/index.html,cnn,Cruz,1,17.0,0.29411765933,307,5,5,0.0162866449511,0.0162866449511,0.0325732899023,0.0
http://www.politico.com/story/2016/01/hank-greenberg-jeb-bush-217439,politico,Cruz,4,124.0,0.0161290317774,1573,16,19,0.0101716465353,0.0120788302606,0.0222504767959,0.00190718372537
http://www.politico.com/blogs/live-from-des-moines/2016/01/how-long-did-they-speak-218368,politico,Cruz,1,26.0,0.423076927662,1295,9,15,0.00694980694981,0.011583011583,0.0185328185328,0.0046332046332
http://www.politico.com/story/2016/01/trump-evangelical-leaders-iowa-218244,politico,Cruz,1,19.0,0.0,1708,12,16,0.00702576112412,0.00936768149883,0.016393442623,0.00234192037471
